		// migemo-dictの追加辞書(Fallout4バニラレコード抽出)
		// 最終更新: 2018/03/19 BowmoreLover
		// 本辞書の用途について:
		// ・migemo-dictにマージすることを想定した追加辞書
		// ・辞書キーを置き換えるのではなく、候補列への置き換え/追加を想定している
		// ・migemo-dictとは異なり、本ファイルではタブで始まる行はコメント扱い
		// 本辞書の内容:
		// ・英語のスペリングで日本語を検索するための辞書
		// ・バニラのプラグインから*:FULL, *:SHRTレコードの英語原文・日本語訳文を抽出した

fred allen	フレッド・アレン
fresh corn	新鮮なトウモロコシ
from lucia	ルシアより
frothyhand	フロシー・ハンド
frying pan	フライパン
full stock	フルストック
fusion mag	フュージョンマガジン
games sign	ゲームの看板
gammarifle	ガンマライフル
gas hazard	ガス注意
gas planet	ガス惑星
generators	ジェネレータ
ghoul meat	グールの肉
ghoulrilla	グールリラ
glass bowl	ガラス製ボウル
glass door	ガラスの扉
gloom helm	暗闇ヘルム
gold watch	金時計
golem helm	ゴーレムヘルム
grand slam	グランドスラム
gray paint	グレー塗料
graygarden	グレイガーデン
green hood	グリーン・フード
greenhouse	グリーンハウス
guard post	監視所
guard rail	ガードレール
head armor	頭部アーマー
heal limbs	手足回復
heal torso	胴体回復
heavy epic	ヘビー・エピック
heavy guns	ヘビーガン
home plate	ホームプレート
honest dan	正直者のダン
hot rodder	ホットロッダー
ice cooler	アイスクーラー
immolation	いけにえ
incendiary	発火性
inquisitor	審問官
irradiated	放射能汚染の
jack cabot	ジャック・カボット
jake finch	ジェイク・フィンチ
joker helm	ジョーカーヘルム
jule's key	ジュールのカギ
junk fence	廃品のフェンス
justin ayo	ジャスティン・アヨ
karl oslow	カール・オスロウ
kneecapper	膝砕きの
lab bottle	ラボのビン
land grant	土地払い下げ
large cage	大型の檻
large drum	大型ドラム
larva spit	幼虫の唾液
laser guns	レーザーガン
laserrifle	レーザーライフル
last entry	最終エントリー
laundromat	コインランドリー
lawn mower	芝刈り機
lead lined	鉛入り	鉛入り裏地
liam binet	リアム・ビネー
libertalia	リベルタリア
light bulb	電球
light epic	ライト・エピック
limestone.	石灰石
lit stogie	火のついた葉巻
lock panel	ロックパネル
long johns	肌着上下
long scope	長距離スコープ
long wharf	ロング埠頭
longfellow	ロングフェロー
low weight	軽量の
luck boost	Luckブースト
lucky eddy	ラッキー・エディ
lunch pail	ランチボックス
lynn woods	リン・ウッズ
m203 shell	M203砲弾
m4 carbine	M4カービン
madison li	マジソン・リー
mags black	マグス・ブラック
maja adams	マヤ・アダムス
male voice	男性の声
management	運営部
mannequinn	マネキン
manuscript	原稿
maple bark	カエデの樹皮
maple tree	カエデの木
marcy long	マーシー・ロング
mark's log	マークのログ
medic pump	医療ポンプ	投薬ポンプ
megaloader	メガローダー
memory pod	メモリーポッド
microphone	マイク
microscope	マイクロスコープ
middle eye	中目
midshipman	士官候補生
misc torso	その他胴体
missionary	宣教師
moe cronin	モー・クローニン
moldy food	カビが生えた食糧
moonshiner	酒の密造者
motorcycle	オートバイ
mr. cofran	Mr.コフラン
mr. parker	Mr.パーカー
mr. sumner	Mr.サムナー
mutt chops	ドッグ・チョップ
neon - red	ネオン - レッド
ness' lead	ネスの手掛かり
newka-cola	ニューカ・コーラ
news stand	新聞販売機
newscaster	ニュースキャスター
nightstand	ナイトスタンド
nira torso	N.I.R.A.胴体
no battery	バッテリーなし
no upgrade	アップグレードなし
noodle cup	ヌードルカップ
nuka armor	ヌカ・アーマー
nuka racer	ヌカ・レーサー
nuka-berry	ヌカ・ベリー
nuka-fancy	ヌカ・ファンシー
nuka-grape	ヌカ・グレープ
nuka-lixir	ヌカ・リキサー
nuka-power	ヌカ・パワー
nuka-punch	ヌカ・パンチ
nuka-world	ヌカ・ワールド
oceanarium	海洋水族館
office key	オフィスのカギ
oily tools	油っぽい道具類
old letter	古い手紙
operations	作業室
oven range	オーブンレンジ
pack shawl	パックス・ショール
paint cans	ペイントカン
paintbrush	ハケ
park board	公園の掲示板
persuasion	説得
pink paint	ピンク塗料
pint glass	パイントグラス
pirate hat	海賊帽
pizza tray	ピザのトレー
plasma gun	プラズマガン
plasmacell	プラズマセル
pod status	ポッドのステータス
poisoner's	毒殺者の
pool table	ビリヤード台
power core	パワーコア
power fist	パワーフィスト
powerarmor	パワーアーマー
protectron	プロテクトロン
psycho jet	サイコジェット
psychobuff	サイコバフ
psychotats	サイコタス
pulse mine	パルス地雷
puncturing	穿孔
quantum ap	クアンタムAP
rabbit leg	ラビットの脚
rabid wolf	凶暴化ウルフ
rad damage	放射能ダメージ
rad rabbit	ラッドラビット
raider man	レイダーの男
rat poison	殺鼠剤
razorgrain	レイザーグレイン
rear armor	リアアーマー
red menace	レッドメナス
red rocket	レッドロケット
rei nakano	レイ・ナカノ
relay dish	中継用アンテナ
relentless	冷酷無比な
restaurant	レストラン
rex's suit	レックスのスーツ
rides sign	乗り物の看板
rifle auto	ライフル・オート
rifle epic	ライフル・エピック
right hand	右手
ring stand	リングスタンド
robot boss	ロボットボス
rocky cave	入植者	ロッキー洞くつ
rum bottle	ラムのビン
rust devil	ラスト・デビル
sam teller	サム・テラー
sam's note	サムのメモ
sandra lee	サンドラ・リー
sap bucket	樹液のバケツ
scrap wood	木くず
sentinel's	センチネルの
sentry bot	セントリーボット
seven ball	7番ボール
shack roof	小屋の屋根
shack wall	小屋の壁
shishkebab	シシケバブ
shock epic	ショック・エピック
short epic	ショート・エピック
shot glass	ショットグラス
show cigar	葉巻を見せる
side table	サイドテーブル
silver bar	銀の延べ棒
simulation	シミュレーション
sister mai	シスター・マイ
soda mixes	ソーダミックス
spike trap	スパイクトラップ
sprinter's	スプリンターの
squirt gun	水鉄砲
stabilized	安定化
stabilizer	スタビライザー
staggering	強打の
startender	スタートエンダー
steel ball	鋼球
steel beam	鉄のビーム
strongroom	金庫室
structures	構造物
subject 12	被験者12
sunglasses	サングラス
supply log	供給ログ
suppressor	サプレッサー
sweet roll	スイートロール
synth head	シンスの頭部
synthheavy	人造人間－重装
synthlight	人造人間－軽装
tall flask	トールフラスコ
taste test	試食
tato plant	テイト・プラント
tea kettle	やかん
teddy bear	テディベア
television	テレビ
the castle	キャッスル
the common	コモン
the island	島
the lurker	ザ・ラーカー
the parlor	パーラー
the scribe	スクライブ
the vessel	船舶
the wraith	ザ・レイス
three ball	3番ボール
tim shoots	ティム・シューツ
tinker tom	なんでも屋のトム
tool chest	道具収納箱
toothbrush	歯ブラシ
toothpaste	歯磨き粉
total hack	トータルハック
tri barrel	トライバレル
triggerman	トリガーマン
trilby hat	トリルビー帽
turpentine	ターペンタイン
turret gun	タレットガン
typewriter	タイプライター
unyielding	不屈の
vault door	Vaultの扉
vault exit	Vault出口
vault sign	Vaultの看板
vertibirds	ベルチバード
very short	ベリーショート
vim quartz	ヴィム・クォーツ
wall - end	壁 - 端
wall shelf	ウォールシェルフ
water pump	ウォーターポンプ
waystation	ウェイステーション
wellingham	ウェリンガム
wheelchair	車椅子
wide halls	Vault - 広い廊下
wilhelmina	ウィルヘルミーナ
wire fence	鉄条網
wonderglue	ワンダーグルー
wood crate	木箱
x-01 torso	X-01 胴体
+ap regen	アクションポイント回復
.308 ammo	.308弾
.38 round	.38口径弾
.44 round	.44口径弾
.45 round	.45口径弾
.556 ammo	.556弾
1nj3ct0r!	注入！
5mm round	5mm弾
[offline]	[オフライン]
acrobat's	軽業師の
addiction	中毒
all armor	全てのアーマー
all books	全ての本
all clear	オールクリア
all scrap	全てのスクラップ
allen lee	アレン・リー
aluminium	アルミ
amplifier	増幅器
announcer	アナウンス
apartment	アパート
appliance	電化製品
archemist	アルケミスト
attacking	攻撃
auto door	自動ドア
auto stim	オートスティム
auto-loom	自動織機
automatic	オートマチック
ball type	ボールタイプ
barricade	バリケード
bartender	バーテンダー
bear cave	クマの洞くつ
bear trap	ベアトラップ
big maude	ビッグ・モード
billboard	ビルボード
black ice	薄氷
blackbird	ブラックバード
blood can	赤のペンキ缶
blood sac	血液嚢
bloodleaf	ブラッドリーフ
bloodworm	ブラッドワーム
blowtorch	ガスバーナー
blue lamp	青いランプ
bobby pin	ヘアピン
bodyguard	ボディガード
bookshelf	本棚
bottlecap	キャップ
bread box	パンケース
bubblegum	風船ガム
burnt log	焼けた丸太
buttercup	バターカップ
cafeteria	カフェテリア
cage door	オリの扉
cagelight	ケージ付ライト
camp fire	キャンプファイヤー
can't run	走れない
caretaker	世話人
chameleon	カメレオン
cigar box	シガーボックス
cigarette	タバコ
circuitry	電気回路
clarabell	クララベル
clipboard	クリップボード
coat rack	コートハンガー
codsworth	コズワース
collander	水切り用ボウル
combatant	戦闘員
container	容器
crippling	無力化
cryo cell	クライオ・セル	冷却セル
cryo mine	冷却地雷
cryo slow	冷却遅延
cryogenic	冷却
cryolator	クライオレーター
cushioned	衝撃保護
dead drop	情報受け渡し場所
deathclaw	デスクロー
deep dish	深型パラボラ
deep king	ディープキング
del walsh	デル・ウォルシュ
deliverer	デリバラー
desdemona	デズデモーナ
desk lamp	デスク用ランプ
detonator	起爆装置
dirt wall	土の壁
dirty key	汚れたカギ
disarm 25	25を解除
disciples	ディサイプルズ
dispenser	ディスペンサー
dog armor	ドッグアーマー
doom helm	破滅ヘルム
doorframe	ドアフレーム
driftwood	流木
duct tape	ダクトテープ
duelist's	決闘者の
elevators	エレベーター
empty can	空き缶
end table	エンド・テーブル
exhausted	疲れ切っている
exit sign	出口の看板
explosive	爆発の	爆薬
fat fahey	ファット・フェイヒー
favorites	お気に入り
fens cafe	フェンズ・カフェ
fire ball	ファイヤー・ボール
fireplace	暖炉
fireworks	花火
first aid	救急箱
fish rack	フィッシュラック
fisherman	漁業者
five ball	5番ボール
flare gun	フレアガン
floor mat	フロアマット
fog ghoul	フォグ・グール
foolhardy	無謀
four ball	4番ボール
frag mine	地雷
framework	フレーム
fun house	びっくりハウス
furniture	家具
galactron	ギャラクトロン
gamma gun	ガンマ線銃
gas valve	ガスのバルブ
gatorclaw	ゲータークロー
generator	ジェネレータ
gift card	ギフトカード
grey wolf	グレーウルフ
grim helm	残忍ヘルム
guard dog	番犬
gum drops	ガムドロップ
gun brace	ガンブレース
hairbrush	ヘアブラシ
ham radio	無線
hammersaw	ハンマーソー
handcuffs	手錠
happiness	満足度
harborman	ハーバーマン
hawthorne	ホーソン
heal head	頭部回復
hi honey!	愛する人へ
high rise	ハイライズ
hired gun	殺し屋
holotapes	ホロテープ
hoop shot	フープショット
hot plate	ホットプレート
house cat	猫	飼い猫
hubflower	ハブフラワー
human jaw	下顎骨
hyde park	ハイドパーク
ice cream	アイスクリーム
ichor sac	膿袋
infection	感染
instamash	即席ポテト
institute	インスティチュート
ironsides	アイアンサイズ
jefferies	ジェフェリーズ
jitterbug	ジルバ
johnny d.	ジョニーD.
la coiffe	ラ・コワフ
lab scale	ラボスケール
lamp base	街灯の土台
lamp post	街灯柱
large pot	大きなポット
laser gun	レーザーガン
latch bar	かんぬき
lead pipe	金属パイプ
left hand	左手
legendary	レジェンダリー
lettering	レタリング
lever gun	レバーガン
lexington	レキシントン
light mod	ライトモジュール
lightning	ライトニング
limestone	石灰石
lit cigar	火のついた葉巻
lt. gutsy	ガッツィー少尉
lure weed	ルアー・ウィード
maccready	マクレディ
machinery	機械
mackenzie	マッケンジー
main menu	メインメニュー
mainframe	メインフレーム
male thug	ごろつき(男)
mannequin	マネキン
manta man	マンタマン
maple log	カエデの幹
max loken	マックス・ローケン
mcdonnall	マクドネル
mcdonough	マクドナウ
meat hook	ミートフック
mercenary	傭兵
mesmetron	メスメトロン
metal box	金属の箱
mike daly	マイク・ダリー
mine cart	トロッコ
mini nuke	ミニ・ニューク
minuteman	ミニッツメン
mirv epic	MIRVエピック
misc head	その他の頭部
misc legs	その他の脚
miss edna	エドナ先生
mr frothy	Mr.フロシー
mr. gutsy	Mr.ガッツィー
mr. handy	Mr.ハンディ
mr. smith	Mr.スミス
mrs. able	Mrs.エイブル
ms azalea	MSアゼリア
multishot	マルチショット
navy yard	海軍造船所
newspaper	新聞
nine ball	9番ボール
nira legs	N.I.R.A.レッグ
no muzzle	銃口なし
nocturnal	夜行性
nuka-buzz	ヌカ・バズ
nuka-cade	ヌカ・ケード
nuka-cide	ヌカ・サイド
nuka-cola	ヌカ・コーラ
nuka-free	ヌカ・フリー
nuka-girl	ヌカ・ガール
nuka-love	ヌカ・ラブ
nuka-nuke	ヌカ・ニューク
nuka-rush	ヌカ・ラッシュ
nuka-twin	ヌカ・ツイン
nuka-void	ヌカ・ボイド
nuke mine	核地雷
ol' rusty	オールド・ラスティ
old rusty	オールド・ラスティ
open door	ドアを開く
operators	オペレーターズ
oven mitt	オーブン・ミトン
overdrive	オーバードライブ
overtired	酷く疲れている
pack epic	パック・エピック
pack flag	パックスの旗
paint can	ペンキ缶
paintings	絵画
paralyzed	マヒ
parasites	寄生虫
phoropter	視力マシン
pine tree	松の木
pipe guns	パイプガン
pneumatic	空気制御
pole hook	ポールフック
power box	電力ボックス
press cap	記者キャップ
projector	プロジェクター
prost bar	プロスト・バー
pumphouse	ポンプ室
punishing	復讐の
pushbroom	押しぼうき
quickdraw	早撃ちの
radiation	放射能
ramblings	戯言
reanimate	蘇生
recon log	偵察ログ
red death	レッドデス
red dress	赤いドレス
red paint	レッド塗料
red plate	赤い皿
resilient	弾力性
resources	資源
right arm	右腕
right eye	右目
right leg	右足
robco fun	ロブコ・ファン
robobrain	ロボブレイン
rockslide	ロックスライド
rusty key	錆びたカギ
sack hood	サックフード
sanctuary	サンクチュアリ
sauce pan	鍋
scavenger	スカベンジャー
scrapping	スクラップ
sebastion	セバスチョン
sentrybot	セントリーボット
sheffield	シェフィールド
sign post	道標
silt bean	シルト・ビーン
skrap rat	スクラップ・ラット
slow time	スローモーション
spotlight	スポットライト
sprinting	ダッシュ
stalker's	忍び寄る者の
star core	スター・コア
steadfast	不動の
stingwing	スティングウィング
stun pack	スタンパック
swing set	ブランコ
synthgen2	第2世代人造人間
t-45 helm	T-45 頭
t-51 helm	T-51 頭部
t-60 helm	T-60 頭
takahashi	タカハシ
tammy mac	タミー・マック
telephone	電話
telescope	望遠鏡
terminals	ターミナル
tesla arc	テスラアーク
tesla gun	テスラガン
test baby	試験用乳児
test tube	試験管
the champ	ザ・チャンプ
tim flynn	ティム・フリン
tire iron	タイヤレンチ
tire wall	タイヤの山
to claire	クレアへ
to franny	フラニーへ
tool case	道具箱
tool rack	工具棚
torn note	破れたメモ
tower tom	タワー・トム
toy alien	エイリアンのオモチャ
toy block	オモチャのブロック
toy truck	オモチャのトラック
train car	列車の車両
trap door	トラップドア
trash bin	ゴミ箱
trash can	ごみ箱	ゴミ箱
turbopump	ターボポンプ
turretbot	タレットボット
u.s. flag	アメリカ国旗
ultra jet	ウルトラジェット
uncle ken	ケンおじさん
unpainted	塗装なし
valentine	バレンタイン
van cleef	ヴァン・クリーフ
vertibird	ベルチバード
wall safe	壁の金庫
warehouse	倉庫
wide hall	広い廊下
wild corn	野生のトウモロコシ
wolf meat	ウルフの肉
wolf ribs	ウルフリブ
wolfalpha	ウルフアルファ
wolfblood	ウルフブラッド
wood gate	木製ゲート
workbench	作業台
workhouse	ワークハウス
x-01 helm	X-01 頭
yardstick	ものさし
zachariah	ザカライア
zeta push	ゼータプッシュ
.44 ammo	.44弾
.45 ammo	.45弾
.50 ammo	.50弾
35 court	35コート
5mm ammo	5mm弾
accuracy	命中率
activate	起動
addictol	アディクトール
adhesive	粘着剤
afad key	AFADのカギ
affinity	親和性
aluminum	アルミニウム
ammo box	弾薬ボックス
ant meat	アリの肉
antidote	解毒剤
asbestos	アスベスト
ash pile	灰の山
ashmaker	アッシュメイカー
aspirant	アスピラント
asteroid	小惑星
attacker	攻撃者
barnacle	フジツボ
baseball	野球ボール
basement	地下室
bathrobe	バスローブ
behemoth	ベヒモス
benjamin	ベンジャミン
beverage	飲み物
big mack	ビッグ・マック
bleeding	出血
bloatfly	ブロートフライ
blocking	防御
bloodbug	ブラッドバグ
bloodied	血濡れの
bookcase	書棚
bos epic	B.O.S.エピック
bos hood	B.O.S.フード
brawling	腕力増強
bufftats	バフタス
building	建物
bulkhead	隔壁
bus stop	バス停
business	ビジネス
buttface	間抜け面
buzensky	ブゼンスキー
cabinets	キャビネット
cake pan	ケーキ型
call box	非常用電話
caltrops	ハマビシ
campfire	キャンプファイヤー
cat bowl	キャットボウル
cat cage	猫の檻
cat meat	猫の肉
catwalks	通路
cell key	独房のカギ
charging	チャージ
chef hat	シェフハット
chem box	薬箱
chipmunk	チップムンク
chompers	チョンパース
clarence	クラレンス
claymore	クレイモア
cleansed	清浄者
clements	クレメンツ
cloaking	隠れみの
clothing	服
concrete	コンクリート
consoles	コンソール
controls	操作
conveyor	コンベアー
covenant	コベナント
crafting	クラフト
cryo pod	冷却ポッド
cue ball	キューボール
dead eye	デッドアイ
defenses	防護
desk fan	卓上ファン
dig site	発掘現場
director	責任者
disabled	停止	無効
disciple	ディサイプルズ
disguise	変装
dog bowl	ドッグボウル
dog cage	犬の檻
dog tags	ドッグタグ
doghouse	犬小屋
domestic	ドメスティック
dr. hein	Dr.ハイン
drug den	依存患者の巣窟
dutchman	ダッチマン
elevator	エレベーター
elm tree	ニレの木
enraging	激怒の
erickson	エリクソン
famished	酷い空腹
fatigues	作業服
fear not	恐れるな
femghoul	フェムグール
fish net	漁網
for deke	ディークへ
forklift	フォークリフト
fountain	噴水
fourlegs	フォーレッグス
freefall	フリーフォール
freezing	氷結
fuse box	ヒューズボックス
gas mask	ガスマスク
generous	寛大
gold bar	金の延べ棒
goo pile	粘液の山
graffiti	落書き
grenades	グレネード
griffith	グリフィス
gumdrops	グミ
gun trap	銃のトラップ
h's note	Hのメモ
hack saw	弓ノコ
hag helm	ハグヘルム
hard hat	安全帽
hardened	硬化
hay bale	ヘイ・ベイル
headlamp	ヘッドランプ
hitman's	殺し屋の
holotape	ホロテープ
hunter's	ハンター
hydrated	十分に水分を取れている
improved	エンハンス
infected	感染
initiate	イニシエイト
injector	インジェクター
insomnia	不眠
intercom	インターコム
jet fuel	ジェット燃料
jet pack	ジェットパック
julianna	ジュリアナ
jun long	ジュン・ロング
junk jet	ジャンク・ジェット
junkie's	ジャンキーの
junkyard	廃品置き場
kelly k.	ケリーK.
kickball	キックボール
kimberly	キンバリー
knuckles	ナックルズ
lab coat	白衣
lawrence	ローレンス
left arm	左腕
left eye	左目
left leg	左足
lethargy	無気力
lightbox	ライトボックス
lining b	ライニングB
lining c	ライニングC
lining d	ライニングD
lining e	ライニングE
lining f	ライニングF
lunchbox	ランチボックス
madworld	マッドワールド
magazine	マガジン	雑誌
magnolia	マグノリア
mahogany	マホガニー
mail box	メールボックス
marowski	マロースキー
martyr's	受難者の
material	材料
mattress	マットレス
mcdermot	マクダーモット
meat bag	ミートバッグ
meathook	ミートフック
memories	記憶
merchant	商人
metalbox	金属の箱
mirelurk	マイアラーク
missiles	ミサイル
mole rat	モールラット
mr handy	Mr.ハンディ
mr. able	Mr.エイブル
ms. boom	Ms.ブーム
ms. rosa	Ms.ローザ
munchkin	小柄な人
mutfruit	マットフルーツ
narrator	ナレーター
neckbite	ネックバイト
neighbor	近隣住民
no paint	塗料なし
no weave	ウィーブなし
novatron	ナヴァトロン
nuka-ray	ヌカ・レイ
nukalurk	ヌカ・ルーク
nukatron	ヌカトロン
oil lamp	オイルランプ
ol' girl	オールド・ガール
one ball	1番ボール
operator	オペレーター
outhouse	野外トイレ
overseer	監督官
pack cat	パック・キャット
pack dog	パック・ドッグ
painting	絵
paralyze	マヒ
park map	園内マップ
peaceful	平和的
pharmacy	薬局
pipe gun	パイプガン
pocketed	ポケット付き
pool cue	ビリヤードキュー
powerful	強化
preacher	伝道師
princess	プリンセス
prisoner	囚人
quarters	宿舎
race car	レースカー
rad stag	ラッドスタッグ
radiator	ラジエーター
radroach	ラッドローチ
ravenous	極度の空腹
receiver	レシーバー
recorder	レコーダー
red lamp	赤いランプ
reinhart	ラインハルト
reminder	催促状
resident	居住者
resolute	毅然さの
revolver	リボルバー
rib cage	胸郭
rosalind	ロザリンド
santiago	サンチアゴ
sawhorse	木挽き台
scabbard	スカバード
scarlett	スカーレット
scissors	ハサミ
scrapbot	スクラップボット
scratchy	スクラッチー
security	セキュリティ
shredder	シュレッダー
shutters	開き戸
silencer	サイレンサー
six ball	6番ボール
skeleton	スケルトン
skinbase	スキンベース
skunkboy	スカンクボーイ
sleeping	寝る
smg epic	SMGエピック
sneaking	スニーキング
songbird	ソングバード
speakers	スピーカー
splitter	スプリッター
sprocket	スプロケット
standard	標準
starving	餓死寸前
stew pot	シチュー鍋
stockton	ストックトン
straight	ストレート
success!	成功！
suitcase	スーツケース
supplies	物資
supports	サポート
survivor	サバイバー
swarmbot	スウォームボット
syringer	シリンジャー
tarberry	タールベリー
tempered	鍛造
ten ball	10番ボール
terminal	ターミナル
the pack	パック
the slog	スロッグ
the test	試験
the wall	壁
theodore	セオドア
top slot	トップスロット
tour bot	ツアーボット
trapdoor	トラップドア
trashbot	トラッシュボット
trashcan	ごみ箱
trashdog	トラッシュドッグ
traveler	トラベラー
tri tool	トライツール
tricycle	三輪車
tungsten	タングステン
tweezers	ピンセット
two ball	2番ボール
two shot	ツーショット
umbrella	傘
unlocked	解除
v's note	Vのメモ
warning!	警告！
weakness	衰弱
weighted	重量化
whiplash	ホイップラッシュ
windmill	風車
wolfgang	ウルフギャング
wood box	木製の箱
workshop	ワークショップ
worn key	使い古しのカギ
wounding	痛打の
xp boost	XPブースト
yao guai	ヤオ・グアイ
a toast	乾杯
abigail	アビゲイル
abraham	アブラハム
absalom	アブサロム
ack-ack	アックアック
airport	空港
allegra	アレグラ
ashtray	灰皿
assault	アサルト
bacchus	バッカス
barrels	バレル
bathtub	バスタブ
battery	バッテリー
bayonet	バヨネット
bennell	ベネル
bethany	ベサニー
blazing	火炎
bluejay	ブルージェイ
bonesaw	骨ノコギリ
bourbon	バーボン
box car	ボックスカー
boxcars	ボックスカー	貨車
brahmin	バラモン
brandis	ブランディス
braxton	ブラクストン
brendan	ブレンダン
brownie	ブラウニー
buffjet	バフジェット
buffout	バファウト
builder	ビルダー
cabinet	キャビネット
caltrop	ハマビシ
candles	ろうそく
cannons	キャノン
captain	キャプテン
catwalk	狭い通路
ceramic	セラミック
chancer	チャンサー
charged	チャージ
charlie	チャーリー
chelsea	チェルシー
citizen	市民
clayton	クレイトン
clinton	クリントン
colette	コレット
color1a	カラー1a
color2a	カラー2a
color3a	カラー3a
color4a	カラー4a
color5a	カラー5a
color6a	カラー6a
color7a	カラー7a
color8a	カラー8a
columns	円柱
comfort	慰める
compass	コンパス
concord	コンコード
conduit	導管
console	コンソール
cooking	料理
coolant	冷却材
cottage	コテージ
counter	カウンター
courier	運び屋
courser	コーサー
crewman	乗組員
cricket	クリケット
cripple	重傷
crocker	クロッカー
cryopod	冷却ポッド
crystal	水晶
cunning	狡猾な
cutlass	カトラス
daddy-o	ダディオ
deadeye	デッドアイ
dealers	ディーラー
default	デフォルト
defense	防御
defiant	反抗的
deirdre	ディアドラ
dessert	デザート
dierdre	ディアドリ
dishrag	布巾
display	ディスプレイ
divider	仕切り
doctors	医師
dogmeat	ドッグミート
doorway	出入口
douglas	ダグラス
dresser	ドレッサー
drifter	流れ者
drooler	ドルーラー
duelbot	デュエルボット
edwards	エドワーズ
eleanor	エレノア
emerson	エマソン
emogene	エモジーン
enabled	有効
eustace	ユースタス
factory	工場
faraday	ファラデー
fat man	ヌカランチャー
fatigue	疲労
fev lab	FEV研究所
flatbed	フラットベッド
floor 1	1階
floor 2	2階
floor 3	3階
floor 4	4階
fritsch	フリッチ
furious	猛烈な
fusebox	ヒューズボックス
gabriel	ガブリエル
gallium	ガリウム
gazelle	ガゼル
goodboy	グッドボーイ
gorilla	ゴリラ
greeter	グリーター
grenade	グレネード
grinder	鉱員
gristle	グリッスル
gutsy01	ガッツィー01
gwyneth	グウィネス
hacking	ハッキング
hadrian	ヘイドリアン
hallway	廊下
hancock	ハンコック
handler	雇い主
harness	ハーネス
harpoon	ハープーン
hatchet	ハンドアックス
healing	回復	体力の回復
hereboy	ヒアボーイ
hideout	隠れ家
horatio	ホレーシオ
hub 360	ハブ360
indexer	インデクサー
install	インストール
jackson	ジャクソン
jetpack	ジェットパック
jezebel	ジェゼベル
jukebox	ジュークボックス
junkbot	ジャンクボット
katelyn	ケイトリン
kellogg	ケロッグ
kessler	ケスラー
kingpin	キングピン
lantern	ランタン
leather	レザー
leonard	レオナルド
liberty	リバティー
lockers	ロッカー
lookout	見張り
lorenzo	ロレンゾ
lounger	ラウンジ
machete	マチェット
mailbox	ポスト
malcolm	マルコム
manhole	マンホール
marlene	マーリーン
marquee	マーキー
maurice	モーリス
maxwell	マクスウェル
meacham	ミーチャム
med bay	診療所
medford	メドフォード
medic's	衛生兵の
mentats	メンタス
michael	マイケル
minigun	ミニガン
miranda	ミランダ
missile	ミサイル
model a	モデルA
model b	モデルB
model c	モデルC
model d	モデルD
model e	モデルE
model f	モデルF
molerat	モールラット
monique	モニーク
mrhandy	Mr.ハンディ
muffled	静音	静音化
natural	ナチュラル
no head	頭部が無い
no misc	なし
nursery	託児所
officer	警備員
offline	オフライン
oil can	オイル缶
ophelia	オフィーリア
ottoman	オットマン
painted	ペイント	塗装
paladin	パラディン
parched	喉がかなり乾いている
patches	パッチ
patrick	パトリック
peckish	軽い空腹
peepers	監視ロボット
phyllis	フィリス
pickman	ピックマン
pillory	さらし台
pincher	ペンチ
pipfall	ピップフォール
pistols	ピストル
planets	惑星
plastic	プラスチック
plug in	プラグイン
plunger	プランジャー
plywood	合板
posters	ポスター
powered	動力供給の
prefabs	プレハブ
present	在勤
prevent	プリベント
prydwen	プリドゥエン
quantum	クアンタム
quentin	クエンティン
quinlan	クインラン
rad-rat	ラッドラット
radaway	RADアウェイ
radstag	ラッドスタッグ
railing	手すり
raw sap	生の樹液
receipt	レシート
richard	リチャード
richter	リヒター
rockets	ロケット
rolanda	ロランダ
rowboat	こぎ船
sanchez	サンチェス
satchel	爆薬
scalpel	メス
scanner	スキャナー
scruffy	スクラフィー
scutter	スカッター
selfish	利己的
settler	入植者
shelbie	シェルビー
shelter	シェルター
shelves	戸棚
shotgun	ショットガン
skipper	船長
soldier	兵士
solomon	ソロモン
spanner	スパナ
spatula	ヘラ
speaker	スピーカー
special	特殊	S.P.E.C.I.A.L.
spencer	スペンサー
spinner	スピナー
stagger	スタッガー
statues	像
stimpak	スティムパック
storage	保管室
striker	ストライカー
sturges	スタージェス
subject	被験者
swanson	スワンソン
swatter	スワッター
sweeper	スイーパー
tankbot	タンクボット
the dig	トンネル
thirsty	喉が渇いている
thistle	アザミ
tickets	チケット
timothy	ティモシー
tin can	ブリキ缶
tin man	ティン・マン
titan's	巨人の
toaster	トースター
toolbox	道具箱
toy car	おもちゃの車
tractor	トラクター
trailer	トレーラー
trapper	トラッパー
tunnels	トンネル
turrets	タレット
upgrade	アップグレード
uranium	ウラン
utility	ユーティリティ
vendors	商人
violent	暴力的	暴力的な
vr jump	VRジャンプ
waiting	待機
waitron	ウェイトロン
warhead	弾頭
warning	警告
weapons	武器
wet bar	ウェットバー
whiskey	ウィスキー
widmark	ウィドマーク
william	ウィリアム
winlock	ウィンロック
wiseman	ワイズマン
yangtze	長江
zachary	ザックリー
aaaaaa	ああああ
abraxo	アブラクシオ
acadia	アカディア
active	アクティブ
adalia	アダリア
aiming	照準
alexis	アレクシス
alissa	アリッサ
amelia	アメリア
anchor	アンカー
angler	アングラー
arturo	アルトゥーロ
astlin	アストリン
atrium	アトリウム
aubert	オーベール
austin	オースティン
b logo	Bロゴ
baltar	バルター
banner	バナー
barbed	トゲ付き
barnes	バーンズ
barney	バーニー
barrel	バレル
barter	交易
beaker	ビーカー
